累计数量,1,5,10,15,20,25,30,35,38
0,1.19626,4.777527,8.273669,15.643631,16.623747,20.031515,25.245411,32.890938,30.068061
100,1.855842,7.169337,13.877193,22.35265,30.940011,39.240339,48.716892,49.769143,53.124179
200,2.27942,9.616518,21.268911,37.819176,50.240457,46.111243,57.453324,75.891806,73.939964
400,2.400079,13.191458,30.278459,46.246825,65.280105,69.905097,91.434033,108.252141,122.938704
1000,2.321432,20.371881,51.323423,84.485846,119.530694,143.737071,171.187535,206.67432,235.359809
