行业数量,0,100,200,400,1000
1,1.19626,1.855842,2.27942,2.400079,2.321432
5,4.777527,7.169337,9.616518,13.191458,20.371881
10,8.273669,13.877193,21.268911,30.278459,51.323423
15,15.643631,22.35265,37.819176,46.246825,84.485846
20,16.623747,30.940011,50.240457,65.280105,119.530694
25,20.031515,39.240339,46.111243,69.905097,143.737071
30,25.245411,48.716892,57.453324,91.434033,171.187535
35,32.890938,49.769143,75.891806,108.252141,206.67432
38,30.068061,53.124179,73.939964,122.938704,235.359809
